report,justification_de_url,justification_en_url,TA
"Pomalidomid (Überschreitung 50 Mio € Grenze: Multiples Myelom, mind. 2 Vortherapien, Kombination mit Dexamethason)",https://www.g-ba.de/downloads/40-268-3670/2016-03-17_AM-RL-XII_Pomalidomid_D-193_TrG.pdf,,onkologische Erkrankungen
"Ponatinib (Chronische myeloische Leukämie;  Akute lymphatische Leukämie, Ph+ oder T315I-Mutation)",https://www.g-ba.de/downloads/40-268-6062/2019-10-17_AM-RL-XII_Ponatinib_D-071_Aenderung-Geltungsdauer_TrG.pdf,https://www.g-ba.de/downloads/40-1465-2646/2014-01-23_AM-RL-XII_Ponatinib_D-071_TrG_EN.pdf,onkologische Erkrankungen
Ponatinib (Neubewertung nach Fristablauf: Akute lymphatische Leukämie),https://www.g-ba.de/downloads/40-268-7055/2020-11-20_AM-RL-XII_Ponatinib_D-554_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7055/2020-11-20_AM-RL-XII_Ponatinib_D-554_TrG_EN.pdf,onkologische Erkrankungen
Ponatinib (Neubewertung nach Fristablauf: Chronische myeloische Leukämie),https://www.g-ba.de/downloads/40-268-7054/2020-11-20_AM-RL-XII_Ponatinib_D-550_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7054/2020-11-20_AM-RL-XII_Ponatinib_D-550_TrG_EN.pdf,onkologische Erkrankungen
Ponesimod (Schubförmige Multiple Sklerose),https://www.g-ba.de/downloads/40-268-8078/2021-12-02_AM-RL-XII_Ponesimod-Pat-a_D-702_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8079/2021-12-02_AM-RL-XII_Ponesimod_D-702_Pat-b_TrG_EN.pdf,Krankheiten des Nervensystems
"Pralsetinib (Lungenkarzinom, nicht-kleinzelliges, RET-Fusion+)",,,onkologische Erkrankungen
Prasteron (vulvovaginale Atrophie),https://www.g-ba.de/downloads/40-268-6056/2019-10-17_AM-RL-XII_Prasteron_D-458_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6056/2019-10-17_AM-RL-XII_Prasteron_D-458_TrG_EN.pdf,Krankheiten des Urogenitalsystems
Propranolol (Infantiles Hämangiom),https://www.g-ba.de/downloads/40-268-3117/2015-02-19_AM-RL-XII_Propranolol_2014-09-01-D-128_TrG.pdf,,Sonstiges
Radium-223-dichlorid,https://www.g-ba.de/downloads/40-268-5383/2018-11-01_AM-RL-XII_Radium-223-dichlorid_Aenderung_D-094_TrG.pdf,,onkologische Erkrankungen
Radium-223-dichlorid (Erneute Nutzenbewertung § 13: Prostatakarzinom),https://www.g-ba.de/downloads/40-268-6059/2019-10-17_AM-RL-XII_Radium-223-dichlorid_D-455_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6059/2019-10-17_AM-RL-XII_Radium-223-dichlorid_D-455_TrG_EN.pdf,onkologische Erkrankungen
Ramucirumab,https://www.g-ba.de/downloads/40-268-3275/2015-07-16_AM-RL-XII_Ramucirumab_2015-02-01-D-150_TrG.pdf,,onkologische Erkrankungen
Ramucirumab (Bewertung nach Aufhebung des Orphan Drug-Status: Adenokarzinom des Magens oder des gastroösophagealen Übergangs;  Kombination mit Paclitaxel),https://www.g-ba.de/downloads/40-268-4022/2016-10-20_AM-RL-XII_Ramucirumab_Magenkarzinom_D-224_TrG.pdf,,onkologische Erkrankungen
Ramucirumab (neues Anwendungsgebiet: Hepatozelluläres Karzinom),https://www.g-ba.de/downloads/40-268-6359/2020-02-20_AM-RL-XII_Ramucirumab_D-474_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6359/2020-02-20_AM-RL-XII_Ramucirumab_D-474_TrG_EN.pdf,onkologische Erkrankungen
Ramucirumab (neues Anwendungsgebiet: Kolorektalkarzinom),https://www.g-ba.de/downloads/40-268-3954/2016-09-01_AM-RL-XII_Ramucirumab_D-216_TrG.pdf,,onkologische Erkrankungen
Ramucirumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom),https://www.g-ba.de/downloads/40-268-3957/2016-09-01_AM-RL-XII_Ramucirumab_nAWG_TrG.pdf,,onkologische Erkrankungen
"Ramucirumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, EGFR-Mutation, Erstlinie)",https://www.g-ba.de/downloads/40-268-6787/2020-08-20_AM-RL-XII_Ramucirumab_D-515_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6787/2020-08-20_AM-RL-XII_Ramucirumab_D-515_TrG_EN.pdf,onkologische Erkrankungen
"Ravulizumab (Neues Anwendungsgebiet: Paroxysmale Hämoglobinurie, pädiatrische Patienten)",https://www.g-ba.de/downloads/40-268-8360/2022-03-18_AM-RL-XII_Ravulizumab_D-720_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8360/2022-03-18_AM-RL-XII_Ravulizumab_D-720_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Ravulizumab (Paroxysmale Hämoglobinurie),https://www.g-ba.de/downloads/40-268-6320/2020-02-06_AM-RL-XII_Ravulizumab_D-463_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6320/2020-02-06_AM-RL-XII_Ravulizumab_D-463_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Ravulizumab (neues Anwendungsgebiet: Atypisches Hämolytisch-Urämischen Syndrom (aHUS)),https://www.g-ba.de/downloads/40-268-7236/2021-01-21_AM-RL-XII_Ravulizumab_D-557_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7236/2021-01-21_AM-RL-XII_Ravulizumab_D-557_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Regadenoson (Myokardperfusionsaufnahmen),https://www.g-ba.de/downloads/40-268-1916/2012-03-29_AM-RL-XII_Regadenoson_TrG.pdf,,Sonstiges
Regadenoson (neues Anwendungsgebiet: Messung der fraktionellen Flussreserve der Stenose),https://www.g-ba.de/downloads/40-268-5931/2019-08-15_AM-RL-XII_Regadenoson_D-443_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5931/2019-08-15_AM-RL-XII_Regadenoson_D-443_TrG_EN.pdf,Sonstiges
Regorafenib,https://www.g-ba.de/downloads/40-268-2750/2014-03-20_AM-RL-XII_Regorafenib_2013-10-01-D-077_TrG.pdf,,onkologische Erkrankungen
Regorafenib (Neubewertung nach Fristablauf: Kolorektalkarzinom),https://www.g-ba.de/downloads/40-268-3667/2016-03-17_AM-RL-XII_Regorafenib_2015-10-01-D-189_TrG.pdf,,onkologische Erkrankungen
Regorafenib (neues Anwendungsgebiet: Gastrointestinale Stromatumore),https://www.g-ba.de/downloads/40-268-3119/2015-02-19_AM-RL-XII_Regorafenib-nAWG_2014-09-01-D-134_TrG.pdf,,onkologische Erkrankungen
Relugolix/Estradiol/Norethisteronacetat (Uterusmyom),https://www.g-ba.de/downloads/40-268-8552/2022-05-24_AM-RL-XII_Relugolix-Estradiol_Norethisteronacetat-D-721_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8263/2022-02-17_AM-RL-XII_Relugolix-E2-NETA_D-721_TrG_EN.pdf,Krankheiten des Urogenitalsystems
"Remdesivir (COVID-19, ≥ 12 Jahre, Erfordernis zusätzlicher Sauerstoffzufuhr)",https://www.g-ba.de/downloads/40-268-7846/2021-09-16_AM-RL-XII_Remdesivir_D-665_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7846/2021-09-16_AM-RL-XII_Remdesivir_D-665_TrG_EN.pdf,Infektionskrankheiten
"Remdesivir (Neues Anwendungsgebiet: COVID-19, kein Erfordernis zusätzlicher Sauerstoffzufuhr, erhöhtes Risiko für schweren Verlauf)",,,Infektionskrankheiten
Reslizumab (Asthma bronchiale),https://www.g-ba.de/downloads/40-268-5459/2018-12-06_AM-RL-XII_Reslizumab_D-271_TrG.pdf,,Krankheiten des Atmungssystems
Retigabin,https://www.g-ba.de/downloads/40-268-1930/2012-05-03_AM-RL-XII_Retigabin_TrG.pdf,,Krankheiten des Nervensystems
Retigabin (Epilepsie),https://www.g-ba.de/downloads/40-268-2463/2013-08-15_AM-RL-35a_Einstellung-Retigabin_TrG.pdf,,Krankheiten des Nervensystems
"Retigabin (Erneute Nutzenbewertung: Epilepsie, fokale Anfälle)",https://www.g-ba.de/downloads/40-268-2870/2014-07-03_AM-RL-XII_Retigabin_2014-01-15-D-098_TrG.pdf,,Krankheiten des Nervensystems
"Ribociclib (Mammakarzinom, HR+, HER2-, postmenopausale Frauen, Kombination mit Aromatasehemmer)",https://www.g-ba.de/downloads/40-268-5592/2019-02-21_AM-RL-XII_Ribociclib_D-307_TrG.pdf,,onkologische Erkrankungen
"Ribociclib (Neubewertung nach Fristablauf: Mammakarzinom, HR+, HER2-, Kombination mit Fulvestrant)",https://www.g-ba.de/downloads/40-268-6812/2020-08-20_AM-RL-XII_Ribociclib_D-518-TrG.pdf,https://www.g-ba.de/downloads/40-1465-6812/2020-08-20_AM-RL-XII_Ribociclib_D-518_TrG_EN.pdf,onkologische Erkrankungen
"Ribociclib (Neubewertung nach Fristablauf: Mammakarzinom, HR+, HER2-, Kombination mit einem Aromatasehemmer)",https://www.g-ba.de/downloads/40-268-6791/2020-08-20_AM-RL-XII_Ribociclib_D-517_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6791/2020-08-20_AM-RL-XII_Ribociclib_D-517_TrG_EN.pdf,onkologische Erkrankungen
"Ribociclib (neues Anwendungsgebiet: Mammakarzinom, HR+, HER2-, post-, prä- und perimenopausale Frauen, Kombination mit Fulvestrant, Kombination mit Aromatasehemmer)",https://www.g-ba.de/downloads/40-268-5883/2019-07-04_AM-RL-XII_Ribociclib-Aromatasehemmer_D-430_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5883/2019-07-04_AM-RL-XII_Ribociclib-Aromatase-Inhibitor_nAWG_D-430_TrG_EN.pdf,onkologische Erkrankungen
"Rilpivirin (HIV-1-Infektion, therapieerfahrene Patienten, Kombination mit  Cabotegravir)",https://www.g-ba.de/downloads/40-268-7954/2021-10-21_AM-RL-XII_Rilpivirin_D-680_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7954/2021-10-21_AM-RL-XII_Rilpivirin_D-680_TrG_EN.pdf,Infektionskrankheiten
Rilpivirin (HIV-Infektion),https://www.g-ba.de/downloads/40-268-1979/2012-07-05_AM-RL-XII_Rilpivirin_TrG.pdf,,Infektionskrankheiten
"Rilpivirin (neues Anwendungsgebiet: HIV-Infektion, 12 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-3825/2016-06-16_AM-RL-XII_Rilpivirin_nAWG_D-209_TrG.pdf,,Infektionskrankheiten
Riociguat (Chronisch thromboembolische pulmonale Hypertonie (Überschreitung 50 Mio € Grenze)),https://www.g-ba.de/downloads/40-268-6830/2020-09-03_AM-RL-XII_Riociguat_D-527_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6830/2020-09-03_AM-RL-XII_Riociguat_D-527_CTEPH_TrG_EN.pdf,Herz-Kreislauf-Erkrankungen
Riociguat (Pulmonal arterielle Hypertonie (Überschreiten 50 Mio € Grenze)),https://www.g-ba.de/downloads/40-268-6829/2020-09-03_AM-RL-XII_Riociguat_D-528_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6829/2020-09-03_AM-RL-XII_Riociguat_D-528_PAH_TrG_EN.pdf,Herz-Kreislauf-Erkrankungen
"Riociguat (Pulmonal arterielle Hypertonie, Chronisch thromboembolische pulmonale Hypertonie)",https://www.g-ba.de/downloads/40-268-2978/2014-10-16_AM-RL-XII_Riociguat_2014-05-01-D-103_TrG.pdf,,Herz-Kreislauf-Erkrankungen
"Ripretinib (Gastrointestinale Stromatumoren (GIST), ≥ 3 Vortherapien)",,,onkologische Erkrankungen
"Risankizumab (Neues Anwendungsgebiet: Psoriasis-Arthritis, Monotherapie oder in Kombination mit Methotrexat)",https://www.g-ba.de/downloads/40-268-8521/2022-05-19_AM-RL-XII_Risankizumab_D-744_TrG.pdf,,Hauterkrankungen
Risankizumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-6142/2019-11-22_AM-RL-XII_Risankizumab_D-453_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6142/2019-11-22_AM-RL-XII_Risankizumab_D-453_TrG_EN.pdf,Hauterkrankungen
Risdiplam (Spinale Muskelatrophie),https://www.g-ba.de/downloads/40-268-7949/2021-10-21_AM-RL-XII_Risdiplam_D-663_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7949/2021-10-21_AM-RL-XII_Risdiplam_D-663_TrG_EN.pdf,Krankheiten des Nervensystems
Rivaroxaban (Prophylaxe/Therapie artherotrombotischer /venothrombotischer Ereignisse),https://www.g-ba.de/downloads/40-268-2779/2014-03-17_35a_EinstellungBestandsmarkt_TrG.pdf,,Herz-Kreislauf-Erkrankungen
Rolapitant (Übelkeit und Erbrechen bei Chemotherapie),https://www.g-ba.de/downloads/40-268-4658/2017-11-17_AM-RL-XII_Rolapitant_D-290_TrG.pdf,,Sonstiges
"Romosozumab (Osteoporose, postmenopausale Frauen)",https://www.g-ba.de/downloads/40-268-6825/2020-09-03_AM-RL-XII_Romosozumab_D-516_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6825/2020-09-03_AM-RL-XII_Romosozumab_D-516_TrG_EN.pdf,Krankheiten des Muskel-Skelett-Systems
Ropeginterferon alfa-2b (Polycythaemia Vera),https://www.g-ba.de/downloads/40-268-6730/2020-07-16_AM-RL-XII_Ropeginterferon-alfa-2b_D-475_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6400/2020-03-05_AM-Rl_XII_Ropeginterferon_D-475_TrG_EN.pdf,onkologische Erkrankungen
Roxadustat (Symptomatische Anämie bei chronischer Nierenerkrankung),https://www.g-ba.de/downloads/40-268-8321/2022-03-03_AM-RL-XII_Roxadustat_D-718_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8321/2022-03-03_AM-RL-XII_Roxadustat_D-718_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
"Rucaparib (Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, BRCA-mutiert, nach mind. 2 Vortherapien)",https://www.g-ba.de/downloads/40-268-5940/2019-08-15_AM-RL-XII_Rucaparib_D-438_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5940/2019-08-15_AM-RL-XII_Rucaparib_D-438_TrG_EN.pdf,onkologische Erkrankungen
"Rucaparib (Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, Erhaltungstherapie)",https://www.g-ba.de/downloads/40-268-5939/2019-08-15_AM-RL-XII_Rucaparib_D-444_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5939/2019-08-15_AM-RL-XII_Rucaparib_D-444_TrG_EN.pdf,onkologische Erkrankungen
"Rurioctocog alfa pegol (Hämophilie A, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-5389/2018-11-01_AM-RL-XII_Rurioctocog-alfa-pegol_D-356_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Ruxolitinib,https://www.g-ba.de/downloads/40-268-2215/2013-03-07_AM-RL-XII_Ruxolitinib_TrG.pdf,,onkologische Erkrankungen
Ruxolitinib (neues Anwendungsgebiet: Polycythaemia vera),https://www.g-ba.de/downloads/40-268-3397/2015-10-15_AM-RL-XII_Ruxolitinib-nAWG_2015-04-15-D-161_TrG.pdf,,onkologische Erkrankungen
Ruxolitinib (Überschreitung 50 Mio € Grenze: Myelofibrose),https://www.g-ba.de/downloads/40-268-3398/2015-10-15_AM-RL-XII_Ruxolitinib_Aenderung_2014-05-15-D-108_TrG.pdf,,onkologische Erkrankungen
"Sacituzumab Govitecan (Mammakarzinom, triple-negativ, mind. 2 Vortherapien)",https://www.g-ba.de/downloads/40-268-8519/2022-05-19_AM-RL-XII_Sacituzumab%20Govitecan_D-750_TrG.pdf,,onkologische Erkrankungen
"Sacubitril/Valsartan (Symptomatische, chronische Herzinsuffizienz)",https://www.g-ba.de/downloads/40-268-3823/2016-06-16_AM-RL-XII_Sacubutril_Valsartan_D-207_TrG.pdf,,Herz-Kreislauf-Erkrankungen
Safinamid (Morbus Parkinson),https://www.g-ba.de/downloads/40-268-3425/2015-11-05_AM-RL-XII_Safinamid_2015-05-15-D-168_TrG.pdf,,Krankheiten des Nervensystems
Sarilumab (Rheumatoide Arthritis),,,Krankheiten des Muskel-Skelett-Systems
"Satralizumab (Neuromyelitis-optica-Spektrum-Erkrankungen, Anti-Aquaporin-4-IgG-seropositiv, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-8162/2022-01-06_AM-RL-XII_Satralizumab_D-693_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8162/2022-01-06_AM-RL-XII_Satralizumab_D-693_TrG_EN.pdf,Krankheiten des Nervensystems
Saxagliptin,https://www.g-ba.de/downloads/40-268-3122/2015-02-19_AM-RL-XII_Saxagliptin_2013-04-01-D-050-Fristverl_TrG.pdf,,Stoffwechselkrankheiten
"Saxagliptin (Neubewertung nach Fristablauf: Diabetes mellitus Typ 2, Kombinationstherapie)",https://www.g-ba.de/downloads/40-268-4133/2016-12-15_AM-RL-XII_Saxagliptin_D-243_TrG.pdf,,Stoffwechselkrankheiten
"Saxagliptin (neues Anwendungsgebiet: Diabetes mellitus Typ 2, Monotherapie)",https://www.g-ba.de/downloads/40-268-2779/2014-03-17_35a_EinstellungBestandsmarkt_TrG.pdf,,Stoffwechselkrankheiten
Saxagliptin/Metformin,https://www.g-ba.de/downloads/40-268-3121/2015-02-19_AM-RL-XII_Saxagliptin_Metformin_2012-11-15-D-041_Fristverl_TrG.pdf,,Stoffwechselkrankheiten
"Saxagliptin/Metformin (Neubewertung nach Fristablauf: Diabetes mellitus Typ 2, Mono- oder Kombination mit Insulin)",https://www.g-ba.de/downloads/40-268-4134/2016-12-15_AM-RL-XII_Saxagliptin-Metformin_D-244_TrG.pdf,,Stoffwechselkrankheiten
"Saxagliptin/Metformin (neues Anwendungsgbiet: Diabetes mellitus Typ 2, Kombinationstherapie außer Insulin und Sulfonylharnstoff)",https://www.g-ba.de/downloads/40-268-4789/2018-02-01_AM-RL-XII_Saxagliptin_Metformin_D-306_TrG.pdf,,Stoffwechselkrankheiten
"Saxagliptin/Metformin (neues Anwendungsgebiet: Diabetes mellitus Typ 2,  Kombination mit Sulfonylharnstoff)",https://www.g-ba.de/downloads/40-268-2653/2014-01-23_AM-RL-XII_Saxagliptin-Metformin-nAWG_2013-04-01-D-063_TK_TrG.pdf,,Stoffwechselkrankheiten
Sebelipase alfa (Mangel an lysosomaler saurer Lipase),https://www.g-ba.de/downloads/40-268-5382/2018-11-01_AM-RL-XII_Sebelipase%20alfa-Verlaengerung-Befristung_D-187_TrG.pdf,,Stoffwechselkrankheiten
Sebelipase alfa (Neubewertung nach Fristablauf (Mangel an lysosomaler saurer Lipase)),https://www.g-ba.de/downloads/40-268-7570/2021-06-03_AM-RL-XII_Sebelipase-alfa_D-606_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7570/2021-06-03_AM-RL-XII_Sebelipase-alfa_D-606_TrG_EN.pdf,Stoffwechselkrankheiten
Secukinumab (Erneute Nutzenbewertung § 14: Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-4527/2017-08-17_AM-RL-XII_Secukinumab_D-276_TrG.pdf,,Hauterkrankungen
Secukinumab (Neue wissenschaftliche Erkenntnisse (§ 14): Psoriasis-Arthritis),https://www.g-ba.de/downloads/40-268-7322/2021-02-18_AM-RL-XII_Secukinumab_D-576_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7322/2021-02-18_AM-RL-XII_Secukinumab_D-576_EN.pdf,Hauterkrankungen
"Secukinumab (Neues Anwendungsgebiet: Plaque-Psoriasis, ≥ 6 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-7317/2021-02-18_AM-RL-XII_Secukinumab_D-577_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7317/2021-02-18_AM-RL-XII_Secukinumab_D-577_TrG_EN.pdf,Hauterkrankungen
Secukinumab (Neues Anwendungsgebiet: axiale Spondyloarthritis),https://www.g-ba.de/downloads/40-268-7321/2021-02-18_AM-RL-XII_Secukinumab_D-578_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7321/2021-02-18_AM-RL-XII_Secukinumab_D-578_TrG_EN.pdf,Krankheiten des Muskel-Skelett-Systems
Secukinumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-4207/2017-02-02_Am-RL-XII_Secukinumab_erneute-NB_TrG.pdf,,Hauterkrankungen
"Secukinumab (neues Anwendungsgebiet: Psoriasis-Arthritis, Morbus Bechterew)",https://www.g-ba.de/downloads/40-268-7126/2020-07-16_AM-RL-XII_erneute-Nutzenbewertung_Secukinumab_D-202_TrG.pdf,,Krankheiten des Muskel-Skelett-Systems
Selexipag (Pulmonal arterielle Hypertonie),https://www.g-ba.de/downloads/40-268-4107/2016-12-15_AM-RL-XII_Selexipag_D-236_TrG.pdf,,Herz-Kreislauf-Erkrankungen
"Selpercatinib (Lungenkarzinom, nicht-kleinzelliges, RET-Fusion+, nach Platin-basierter Chemo- und/oder Immuntherapie)",https://www.g-ba.de/downloads/40-268-7815/2021-09-02_AM-RL-XII_Selperacitinib_D-655_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7815/2021-09-02_AM-RL-XII_Selperacitinib_D-655_TrG_EN.pdf,onkologische Erkrankungen
"Selpercatinib (Schilddrüsenkarzinom, RET-Fusion+, nach Sorafenib und/oder Lenvatinib Vortherapie,)",https://www.g-ba.de/downloads/40-268-7818/2021-09-02_AM-RL-XII_Selpercatinib_D-657_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7818/2021-09-02_AM-RL-XII_Selpercatinib_D-657_TrG_EN.pdf,onkologische Erkrankungen
"Selpercatinib (medulläres Schilddrüsenkarzinom, RET-mutiert, nach Cabozantinib und/oder Vandetanib Vortherapie, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-7816/2021-09-02_AM-RL-XII_Selpercatinib_D-656_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7816/2021-09-02_AM-RL-XII_Selpercatinib_D-656_TrG_EN.pdf,onkologische Erkrankungen
"Selumetinib (Neurofibromatose (≥ 3 bis < 18 Jahre, Typ 1))",https://www.g-ba.de/downloads/40-268-8235/2022-02-03_AM-RL-XII_Selumetinib_D-714_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8235/2022-02-03_AM-RL-XII_Selumetinib_D-714_TrG_EN.pdf,onkologische Erkrankungen
Semaglutid (Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-6506/2020-04-16_AM-RL-XII_Semaglutid_Veranlassung-erneute-NB_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6506/2020-04-16_AM-RL-XII_Semaglutid_D-404_%20TrG_EN.pdf,Stoffwechselkrankheiten
Semaglutid (Neue wissenschaftliche Erkenntnisse (§ 13): Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-7741/2021-08-05_AM-RL-XII_Semaglutid_D-597_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7455/2021-04-15_AM-RL-XII_Semaglutide_D-597_TrG_EN.pdf,Stoffwechselkrankheiten
"Setmelanotide (Adipositas und Kontrolle von Hunger, POMC-, PCSK1- oder LEPR-Mangel-Adipositas, ≥  6 Jahre)",,,Stoffwechselkrankheiten
Siltuximab (Multizentrische Castleman-Krankheit),https://www.g-ba.de/downloads/40-268-3021/2014-12-04_AM-RL-XII_Siltuximab_2014-06-15-D-119_TrG.pdf,,onkologische Erkrankungen
Simeprevir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-3006/2014-11-20_AM-RL-XII_Simeprevir_2014-06-01-D-113_TrG.pdf,,Infektionskrankheiten
Simoctocog alfa (Hämophilie A),https://www.g-ba.de/downloads/40-268-3220/2015-05-07_AM-RL-XII_Simoctocog%20alfa_2014-11-15-D-140_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Siponimod (Sekundäre progrediente Multiple Sklerose),https://www.g-ba.de/downloads/40-268-6788/2020-08-20_AM-RL-XII_Siponimod_D-513_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6788/2020-08-20_AM-RL-XII_Siponimod_D-513_TrG_EN.pdf,Krankheiten des Nervensystems
Sipuleucel-T (Prostatakarzinom),https://www.g-ba.de/downloads/40-268-3155/2015-03-19_AM-RL-XII_Sipuleucel-T_2014-10-01-D-139_TrG.pdf,,onkologische Erkrankungen
Sitagliptin,https://www.g-ba.de/downloads/40-268-3123/2015-02-19_AM-RL-XII_Sitagliptin_2013-04-01-D-054-Fristverl_TrG.pdf,,Stoffwechselkrankheiten
"Sitagliptin (Neubewertung nach Fristablauf: Diabetes Mellitus Typ 2, Patientengruppe b) Kombination mit Metformin)",https://www.g-ba.de/downloads/40-268-5857/2019-07-04_AM-RL-XII_Sitagliptin_D-393_TrG.pdf,,Stoffwechselkrankheiten
"Sitagliptin (Neubewertung nach Fristablauf: Diabetes mellitus Typ 2, Mono- oder Kombination mit Metformin, Sulfonylharnstoff oder PPARɣ)",https://www.g-ba.de/downloads/40-268-4952/2018-04-19_AM-RL-XII_Sitagliptin_D-245_Verlaengerung-Befristung_TrG.pdf,,Stoffwechselkrankheiten
Sitagliptin/Metformin,https://www.g-ba.de/downloads/40-268-3124/2015-02-19_AM-RL-XII_Sitagliptin_Metformin_2013-04-01-D-055-Fristverl_TrG.pdf,,Stoffwechselkrankheiten
"Sitagliptin/Metformin (Neubewertung nach Fristablauf: Diabetes mellitus Typ 2, Mono- oder Kombination mit Sulfonylharnstoff oder Insulin)",https://www.g-ba.de/downloads/40-268-4132/2016-12-15_AM-RL-XII_Sitagliptin_Metformin_D-246_TrG.pdf,,Stoffwechselkrankheiten
Sofosbuvir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-3449/2015-11-27_AM-RL-XII_Sofosbuvir_2014-02-01-D-091_Aufhebung-Befristung_TrG.pdf,,Infektionskrankheiten
"Sofosbuvir (Neues Anwendungsgebiet: Chronische Hepatitis C, 3 bis <12 Jahre)",https://www.g-ba.de/downloads/40-268-7237/2021-01-21_AM-RL-XII_Sofosbuvir_D-562_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7237/2021-01-21_AM-RL-XII_Sofosbuvir_D-562_TrG_EN.pdf,Infektionskrankheiten
"Sofosbuvir (neues Anwendungsgebiet: Chronische Hepatitis C, 12 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-4913/2018-04-05_AM-RL-XII_Sofosbuvir-nAWG_D-312_TrG.pdf,,Infektionskrankheiten
"Sofosbuvir / Velpatasvir (Neues Anwendungsgebiet: Chronische Hepatitis C, ≥ 3 bis < 6 Jahre)",,,Infektionskrankheiten
Sofosbuvir/Velpatasvir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-4143/2017-01-05_AM-RL-XII_Sofosbuvir-Velpatasvir_2016-07-15-D-247_TrG.pdf,,Infektionskrankheiten
"Sofosbuvir/Velpatasvir (Neues Anwendungsgebiet: Chronische Hepatitis C, ≥ 6 und < 18 Jahre)",https://www.g-ba.de/downloads/40-268-7576/2021-06-03_AM-RL-XII_Sofosbuvir-Velpatasvir_D-575_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7419/2021-04-01_AM-RL-XII_Sofosbuvir-Velpatasvir_D-575_TrG_EN.pdf,Infektionskrankheiten
